playerid,schoolid,yearid_x,schoolname,schoolcity,schoolstate,schoolnick,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,yearid,teamid_x,lgid_x,g_all,gs,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,teamid_y,lgid_y,salary
snellna01,tennst,1974,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1984,BAL,AL,5,0.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1974,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1985,BAL,AL,43,0.0,0,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1974,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1986,BAL,AL,34,0.0,0,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1974,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1987,DET,AL,22,2.0,1,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1975,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1984,BAL,AL,5,0.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1975,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1985,BAL,AL,43,0.0,0,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1975,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1986,BAL,AL,34,0.0,0,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1975,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1987,DET,AL,22,2.0,1,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1976,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1984,BAL,AL,5,0.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1976,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1985,BAL,AL,43,0.0,0,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1976,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1986,BAL,AL,34,0.0,0,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
snellna01,tennst,1976,Tennessee State University,Nashville,TN,USA,1952.0,9.0,2.0,USA,SC,Orangeburg,,,,,,,Nate,Snell,Nathaniel,190.0,76.0,R,R,1984-09-20,1987-09-29,sneln001,snellna01,1987,DET,AL,22,2.0,1,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2002,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2006,CLE,AL,14,14.0,0,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2002,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2007,CLE,AL,13,13.0,1,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,AL,384800.0
sowerje01,vandy,2002,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2008,CLE,AL,22,22.0,2,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2002,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2009,CLE,AL,23,22.0,1,23,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2003,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2006,CLE,AL,14,14.0,0,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2003,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2007,CLE,AL,13,13.0,1,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,AL,384800.0
sowerje01,vandy,2003,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2008,CLE,AL,22,22.0,2,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2003,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2009,CLE,AL,23,22.0,1,23,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2004,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2006,CLE,AL,14,14.0,0,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2004,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2007,CLE,AL,13,13.0,1,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,AL,384800.0
sowerje01,vandy,2004,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2008,CLE,AL,22,22.0,2,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
sowerje01,vandy,2004,Vanderbilt University,Nashville,TN,USA,1983.0,5.0,17.0,USA,OH,St. Clairsville,,,,,,,Jeremy,Sowers,Jeremy Bryan,180.0,73.0,L,L,2006-06-25,2009-10-02,sowej001,sowerje01,2009,CLE,AL,23,22.0,1,23,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
stephra01,tncleve,1984,Cleveland State Community College,Cleveland,TN,USA,1962.0,9.0,22.0,USA,TX,Houston,,,,,,,Ray,Stephens,Carl Ray,190.0,72.0,R,R,1990-09-20,1992-10-03,stepr001,stephra01,1990,SLN,NL,5,5.0,5,5,0,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SLN,NL,100000.0
stephra01,tncleve,1984,Cleveland State Community College,Cleveland,TN,USA,1962.0,9.0,22.0,USA,TX,Houston,,,,,,,Ray,Stephens,Carl Ray,190.0,72.0,R,R,1990-09-20,1992-10-03,stepr001,stephra01,1991,SLN,NL,6,2.0,6,6,0,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
stephra01,tncleve,1984,Cleveland State Community College,Cleveland,TN,USA,1962.0,9.0,22.0,USA,TX,Houston,,,,,,,Ray,Stephens,Carl Ray,190.0,72.0,R,R,1990-09-20,1992-10-03,stepr001,stephra01,1992,TEX,AL,8,3.0,8,6,0,6,0,0,0,0,0,0,0,0,1.0,3.0,0.0,PHI,NL,179000.0
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1963,CHN,NL,13,7.0,13,10,0,0,0,1,0,9,0,0,0,0,0.0,5.0,0.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1964,CHN,NL,132,96.0,132,106,0,0,0,60,1,46,0,4,0,4,0.0,34.0,0.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1965,CHN,NL,116,56.0,116,92,0,0,0,0,0,47,48,8,0,56,0.0,49.0,6.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1966,CHN,NL,57,13.0,57,24,0,0,0,4,3,3,4,11,1,15,0.0,35.0,5.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1967,CHA,AL,24,2.0,24,13,0,0,0,5,0,2,6,0,0,6,0.0,7.0,9.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1967,CHN,NL,6,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,0.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1969,CIN,NL,119,41.0,119,87,0,0,0,19,6,1,55,10,1,66,0.0,42.0,2.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1970,CIN,NL,101,10.0,101,71,0,1,1,18,9,0,42,2,4,48,0.0,43.0,9.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1971,CIN,NL,80,6.0,80,33,0,0,0,6,9,0,12,6,3,20,0.0,56.0,2.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1972,HOU,NL,68,11.0,68,29,0,0,9,8,2,0,9,2,1,11,0.0,43.0,4.0,,,
stewaji01,austinpeay,1959,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1973,HOU,NL,61,6.0,61,12,0,0,0,1,8,0,3,0,0,3,0.0,54.0,1.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1963,CHN,NL,13,7.0,13,10,0,0,0,1,0,9,0,0,0,0,0.0,5.0,0.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1964,CHN,NL,132,96.0,132,106,0,0,0,60,1,46,0,4,0,4,0.0,34.0,0.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1965,CHN,NL,116,56.0,116,92,0,0,0,0,0,47,48,8,0,56,0.0,49.0,6.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1966,CHN,NL,57,13.0,57,24,0,0,0,4,3,3,4,11,1,15,0.0,35.0,5.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1967,CHA,AL,24,2.0,24,13,0,0,0,5,0,2,6,0,0,6,0.0,7.0,9.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1967,CHN,NL,6,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,0.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1969,CIN,NL,119,41.0,119,87,0,0,0,19,6,1,55,10,1,66,0.0,42.0,2.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1970,CIN,NL,101,10.0,101,71,0,1,1,18,9,0,42,2,4,48,0.0,43.0,9.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1971,CIN,NL,80,6.0,80,33,0,0,0,6,9,0,12,6,3,20,0.0,56.0,2.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1972,HOU,NL,68,11.0,68,29,0,0,9,8,2,0,9,2,1,11,0.0,43.0,4.0,,,
stewaji01,austinpeay,1960,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1973,HOU,NL,61,6.0,61,12,0,0,0,1,8,0,3,0,0,3,0.0,54.0,1.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1963,CHN,NL,13,7.0,13,10,0,0,0,1,0,9,0,0,0,0,0.0,5.0,0.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1964,CHN,NL,132,96.0,132,106,0,0,0,60,1,46,0,4,0,4,0.0,34.0,0.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1965,CHN,NL,116,56.0,116,92,0,0,0,0,0,47,48,8,0,56,0.0,49.0,6.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1966,CHN,NL,57,13.0,57,24,0,0,0,4,3,3,4,11,1,15,0.0,35.0,5.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1967,CHA,AL,24,2.0,24,13,0,0,0,5,0,2,6,0,0,6,0.0,7.0,9.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1967,CHN,NL,6,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,0.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1969,CIN,NL,119,41.0,119,87,0,0,0,19,6,1,55,10,1,66,0.0,42.0,2.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1970,CIN,NL,101,10.0,101,71,0,1,1,18,9,0,42,2,4,48,0.0,43.0,9.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1971,CIN,NL,80,6.0,80,33,0,0,0,6,9,0,12,6,3,20,0.0,56.0,2.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1972,HOU,NL,68,11.0,68,29,0,0,9,8,2,0,9,2,1,11,0.0,43.0,4.0,,,
stewaji01,austinpeay,1961,Austin Peay State University,Clarksville,TN,USA,1939.0,6.0,11.0,USA,AL,Opelika,2012.0,11.0,24.0,USA,FL,Tampa,Jimmy,Stewart,James Franklin,165.0,72.0,B,R,1963-09-03,1973-09-29,stewj102,stewaji01,1973,HOU,NL,61,6.0,61,12,0,0,0,1,8,0,3,0,0,3,0.0,54.0,1.0,,,
stewajo02,memphis,1997,University of Memphis,Memphis,TN,USA,1978.0,12.0,5.0,USA,KY,Paducah,,,,,,,Josh,Stewart,Joshua Craig,200.0,75.0,L,L,2003-04-06,2004-08-26,stewj001,stewajo02,2003,CHA,AL,5,5.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CHA,AL,300000.0
stewajo02,memphis,1997,University of Memphis,Memphis,TN,USA,1978.0,12.0,5.0,USA,KY,Paducah,,,,,,,Josh,Stewart,Joshua Craig,200.0,75.0,L,L,2003-04-06,2004-08-26,stewj001,stewajo02,2004,CHA,AL,3,2.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
stewajo02,memphis,1998,University of Memphis,Memphis,TN,USA,1978.0,12.0,5.0,USA,KY,Paducah,,,,,,,Josh,Stewart,Joshua Craig,200.0,75.0,L,L,2003-04-06,2004-08-26,stewj001,stewajo02,2003,CHA,AL,5,5.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CHA,AL,300000.0
stewajo02,memphis,1998,University of Memphis,Memphis,TN,USA,1978.0,12.0,5.0,USA,KY,Paducah,,,,,,,Josh,Stewart,Joshua Craig,200.0,75.0,L,L,2003-04-06,2004-08-26,stewj001,stewajo02,2004,CHA,AL,3,2.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
stewajo02,memphis,1999,University of Memphis,Memphis,TN,USA,1978.0,12.0,5.0,USA,KY,Paducah,,,,,,,Josh,Stewart,Joshua Craig,200.0,75.0,L,L,2003-04-06,2004-08-26,stewj001,stewajo02,2003,CHA,AL,5,5.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CHA,AL,300000.0
stewajo02,memphis,1999,University of Memphis,Memphis,TN,USA,1978.0,12.0,5.0,USA,KY,Paducah,,,,,,,Josh,Stewart,Joshua Craig,200.0,75.0,L,L,2003-04-06,2004-08-26,stewj001,stewajo02,2004,CHA,AL,3,2.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
stewama01,tennessee,1910,University of Tennessee,Knoxville,TN,USA,1889.0,10.0,14.0,USA,TN,Whitlock,1932.0,1.0,17.0,USA,TN,Memphis,Mark,Stewart,Mark,180.0,73.0,L,R,1913-10-04,1913-10-04,stewm102,stewama01,1913,CIN,NL,1,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
stewast01,rhodestn,1913,Rhodes College,Memphis,TN,USA,1894.0,1.0,31.0,USA,FL,Jasper,1980.0,12.0,30.0,USA,FL,Lake City,Stuffy,Stewart,John Franklin,160.0,69.0,R,R,1916-09-03,1929-06-29,stews101,stewast01,1916,SLN,NL,10,3.0,10,8,0,0,0,8,0,0,0,0,0,0,0.0,1.0,1.0,,,
stewast01,rhodestn,1913,Rhodes College,Memphis,TN,USA,1894.0,1.0,31.0,USA,FL,Jasper,1980.0,12.0,30.0,USA,FL,Lake City,Stuffy,Stewart,John Franklin,160.0,69.0,R,R,1916-09-03,1929-06-29,stews101,stewast01,1917,SLN,NL,15,1.0,15,9,0,0,0,2,0,0,2,3,2,7,0.0,1.0,5.0,,,
stewast01,rhodestn,1913,Rhodes College,Memphis,TN,USA,1894.0,1.0,31.0,USA,FL,Jasper,1980.0,12.0,30.0,USA,FL,Lake City,Stuffy,Stewart,John Franklin,160.0,69.0,R,R,1916-09-03,1929-06-29,stews101,stewast01,1922,PIT,NL,3,3.0,3,3,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,,,
stewast01,rhodestn,1913,Rhodes College,Memphis,TN,USA,1894.0,1.0,31.0,USA,FL,Jasper,1980.0,12.0,30.0,USA,FL,Lake City,Stuffy,Stewart,John Franklin,160.0,69.0,R,R,1916-09-03,1929-06-29,stews101,stewast01,1923,BRO,NL,4,2.0,4,3,0,0,0,3,0,0,0,0,0,0,0.0,0.0,1.0,,,
stewast01,rhodestn,1913,Rhodes College,Memphis,TN,USA,1894.0,1.0,31.0,USA,FL,Jasper,1980.0,12.0,30.0,USA,FL,Lake City,Stuffy,Stewart,John Franklin,160.0,69.0,R,R,1916-09-03,1929-06-29,stews101,stewast01,1925,WS1,AL,7,3.0,7,6,0,0,0,1,5,0,0,0,0,0,0.0,0.0,1.0,,,
stewast01,rhodestn,1913,Rhodes College,Memphis,TN,USA,1894.0,1.0,31.0,USA,FL,Jasper,1980.0,12.0,30.0,USA,FL,Lake City,Stuffy,Stewart,John Franklin,160.0,69.0,R,R,1916-09-03,1929-06-29,stews101,stewast01,1926,WS1,AL,62,14.0,62,26,0,0,0,25,1,0,0,0,0,0,0.0,1.0,20.0,,,
stewast01,rhodestn,1913,Rhodes College,Memphis,TN,USA,1894.0,1.0,31.0,USA,FL,Jasper,1980.0,12.0,30.0,USA,FL,Lake City,Stuffy,Stewart,John Franklin,160.0,69.0,R,R,1916-09-03,1929-06-29,stews101,stewast01,1927,WS1,AL,56,27.0,56,39,0,0,0,38,1,0,0,0,0,0,0.0,2.0,9.0,,,
